Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_10000000_10005000-chr17_10550000_10555000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	3.15015	1.40511	0.719944	0.720129	0.937228	1.03846	0.981296	0.536211	0.372844	1.4823	0.586053	2.1551	1.92648	0.01	2.17292	1.94009	0.866597	2.13535	0.983079	1.92849	1.29185	1.30062	0.432987	1.24947	1.73273	1.68709	2.4302	0.264047	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.41554	0.190172	0.468408	1.3997	0.523696	0.478978	1.28067	0.285749	0.01	7.18382	0.559631	4.28647	0.01	4.73264	0.869641	0.774502	0.911401	0.63306	0.752009	0.604455	0.376228	0.230641	0.713035	0.445948	1.29878	1.64522	0.01	1.87746	1.42968	0.411283	0.939663	0.976092	0.561502	0.683146	0.862231	0.269959	0.529163	3.76753	1.30298	2.02476	0.229313	1.37204	1.15933	0.849093	2.0779	0.77924	1.29881	0.996627	0.812224	0.319871	1.12904	5.22969	1.19784	4.35955	0.01	2.62796	1.17095	0.740185	0.671305	0.466694	0.734305	0.57128	0.721743	0.357077	1.44943	0.682618	1.37339	1.7818	0.01	1.79839	1.07369	0.96396	1.16439	0.823259	0.822072	0.797386	0.976483	0.272281	1.08754	4.25095	1.24906	2.06829	0.239772	1.28455	2.30343	0.611787	4.30493	1.07669	1.13704	0.536203	1.0041	0.274239	0.945114	2.06921	2.86115	4.49928	0.01	4.50468	1.98159	0.495748	1.35497	1.43225	0.460907	0.71152	0.429111	0.328732	0.706772	0.761717	2.30298	1.8362	0.01	2.53287	1.97446	1.30712	2.28834	0.945071	1.28339	1.20034	1.30481	0.340143	1.10044	2.07933	1.60156	2.18465	0.231367	545000	0.80002
chr17_10000000_10005000-chr17_10555000_10560000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.03249	2.59769	0.951809	1.53036	1.31675	3.16222	1.55008	1.5992	0.627204	1.6193	0.874128	2.81324	2.11861	0.615347	2.1818	1.93522	0.865264	2.12249	0.982662	1.9204	1.28903	1.29367	0.43244	1.25159	1.72231	1.69135	2.42562	0.261738	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.6742	1.44775	0.486515	1.47239	2.01343	0.890305	0.439865	0.741675	0.35134	0.37152	1.18784	1.652	2.09667	0.517661	1.52068	0.83113	0.68192	1.09957	1.04121	0.583561	0.539493	0.596222	0.479818	0.461827	0.904493	1.13175	2.10684	0.227954	0.660752	1.41554	0.190172	0.468408	1.3997	0.523696	0.478978	1.28067	0.285749	0.01	7.18382	0.559631	4.28647	0.01	0.931893	1.24044	0.280303	1.11375	1.01667	0.435495	0.647288	0.934021	0.274093	0.365034	0.941365	1.08447	1.75918	0.521657	1.90341	1.42459	0.414585	0.939406	0.972974	0.563234	0.68243	0.857813	0.269601	0.530834	3.73734	1.30294	2.02131	0.227319	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.28455	2.30343	0.611787	4.30493	1.07669	1.13704	0.536203	1.0041	0.274239	0.945114	2.06921	2.86115	4.49928	0.01	0.350757	3.04963	0.262689	2.72675	1.43225	0.441245	0.273023	0.643063	0.389461	1.06785	0.675553	1.65816	2.10816	0.52502	2.5508	1.97453	1.29974	2.27985	0.9495	1.27591	1.1959	1.29685	0.340039	1.09687	2.06735	1.60794	2.18148	0.229355	550000	1.41525
chr17_10000000_10005000-chr17_10560000_10565000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.2595	2.08325	0.81447	0.529163	1.77285	0.74349	0.282481	0.782678	0.26642	0.974528	0.490124	2.74661	3.84243	0.766777	2.17145	1.94119	0.866043	2.11715	0.985672	1.93159	1.29138	1.29642	0.434195	1.2549	1.71467	1.70146	2.42285	0.264923	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.758535	1.04438	0.940515	0.69573	1.44125	0.52	0.62073	0.315015	0.336765	0.440495	1.17392	1.53162	3.28526	0.52364	1.51306	0.836686	0.680159	1.10292	1.04997	0.586324	0.538595	0.597532	0.47866	0.461014	0.907046	1.13644	2.10674	0.230564	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.28455	2.30343	0.611787	4.30493	1.07669	1.13704	0.536203	1.0041	0.274239	0.945114	2.06921	2.86115	4.49928	0.01	0.75629	3.43923	0.834095	0.771696	1.74616	0.189356	0.55496	0.511892	0.521673	0.661826	0.519232	2.60195	3.69869	0.582707	2.53098	1.98421	1.2904	2.28388	0.953849	1.26839	1.18758	1.29096	0.340484	1.0966	2.05481	1.60839	2.18082	0.232018	555000	0.877226
chr17_10000000_10005000-chr17_10565000_10570000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.57575	1.28148	0.682786	0.640415	2.39614	0.837926	0.697598	1.10703	0.295821	1.17273	0.450896	1.98243	0.68612	0.01	2.16331	1.94246	0.865583	2.10298	0.9927	1.92098	1.28237	1.29184	0.432697	1.2524	1.70373	1.71079	2.43553	0.269404	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.578755	0.913555	0.572905	0.422355	0.866025	0.962765	0.20982	0.67632	0.335415	0.62009	0.907925	1.03177	0.690085	0.01	1.50632	0.83854	0.682484	1.09929	1.05346	0.585732	0.539329	0.59501	0.477393	0.46083	0.909428	1.13996	2.11727	0.23318	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.28455	2.30343	0.611787	4.30493	1.07669	1.13704	0.536203	1.0041	0.274239	0.945114	2.06921	2.86115	4.49928	0.01	1.10324	2.0112	0.495748	0.46281	2.97167	0.431647	0.554779	1.20293	0.403471	1.06785	0.935357	1.82437	0.755249	0.01	2.51513	1.9972	1.28632	2.27038	0.960923	1.25876	1.18194	1.284	0.342102	1.09272	2.0411	1.61726	2.19438	0.23515	560000	1.26912
chr17_10000000_10005000-chr17_10570000_10575000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.09915	1.24569	0.914686	0.775813	2.88095	1.5611	0.708728	1.12801	0.412368	1.43244	0.450808	1.82938	2.0343	0.01	2.15811	1.93661	0.863965	2.09003	1.00512	1.9114	1.2772	1.2902	0.431486	1.25169	1.69265	1.71319	2.42004	0.267109	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	1.07375	0.644465	0.618475	0.28567	1.44505	1.37795	0.773445	0.494335	0.40495	0.627415	1.01221	1.23927	1.57867	0.01	1.49811	0.839204	0.681514	1.0933	1.0518	0.589069	0.536413	0.595729	0.476137	0.46224	0.909415	1.13901	2.10464	0.231205	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.37204	1.15933	0.849093	2.0779	0.77924	1.29881	0.996627	0.812224	0.319871	1.12904	5.22969	1.19784	4.35955	0.01	2.0826	0.861835	0.98649	0.704997	1.55924	0.584835	0.829763	0.552525	0.390445	1.42049	0.574836	1.52477	1.61774	0.01	1.78402	1.06715	0.954327	1.15443	0.834074	0.820843	0.787278	0.96478	0.276639	1.09692	4.14002	1.25904	2.06117	0.243291	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	565000	0.755494
chr17_10000000_10005000-chr17_10585000_10590000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	6.39914	1.59258	0.470929	0.788675	9.5245	0.932242	0.614216	1.50877	2.89516	1.60146	1.33248	2.11306	1.31999	0.01	2.13651	1.91899	0.8654	2.05582	1.10368	1.89004	1.26397	1.27875	0.442744	1.25102	1.66737	1.73066	2.41988	0.260459	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	580000	1.13789
chr17_10000000_10005000-chr17_10590000_10595000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.755	1.49963	2.31727	0.582942	7.52376	3.47428	3.93152	2.66619	10.4573	2.30054	2.1165	2.71962	0.01	0.01	2.17294	1.9162	0.862028	2.04499	1.17565	1.88186	1.25842	1.28072	0.463705	1.25401	1.66451	1.73393	2.41048	0.258319	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.28455	2.30343	0.611787	4.30493	1.07669	1.13704	0.536203	1.0041	0.274239	0.945114	2.06921	2.86115	4.49928	0.01	1.85457	1.20093	1.02062	0.771781	5.9326	2.1621	0.940599	1.17051	14.5314	1.07615	1.29965	3.18459	0.01	0.01	2.51729	1.99684	1.25819	2.19229	1.16248	1.23887	1.15567	1.28328	0.41156	1.08948	1.9901	1.65896	2.17548	0.225528	585000	0.748964
chr17_10000000_10005000-chr17_10595000_10600000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	2.09904	1.43571	4.50693	0.651557	10.5782	5.61546	12.0477	8.93779	15.9166	6.11453	1.06797	3.17213	1.89737	0.01	2.1694	1.91267	0.874361	2.0326	1.22945	1.89535	1.28107	1.29246	0.548397	1.26288	1.66834	1.74229	2.39014	0.256214	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.84958	1.50036	1.88781	3.11193	4.46943	5.8228	4.87325	5.88545	10.6	6.89445	1.7656	1.57395	1.57466	0.01	1.49271	0.833399	0.678542	1.07686	1.11212	0.692627	0.540288	0.595049	0.524859	0.508419	0.924408	1.1442	2.07891	0.221832	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.37204	1.15933	0.849093	2.0779	0.77924	1.29881	0.996627	0.812224	0.319871	1.12904	5.22969	1.19784	4.35955	0.01	1.71284	1.10233	2.53963	0.603425	8.44623	3.21913	6.05784	5.25627	20.0438	4.23327	0.895814	2.75474	1.60371	0.01	1.80593	1.06726	0.966425	1.13525	1.06495	0.824911	0.797701	0.965941	0.447153	1.12732	3.9958	1.30038	2.03614	0.233406	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	590000	1.27688
chr17_10000000_10005000-chr17_10605000_10610000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	2.01675	2.40958	4.87411	0.686453	5.72873	4.91159	4.24522	3.39932	6.18409	1.96748	1.68505	2.03717	0.01	0.570992	2.1849	1.95044	1.1031	2.011	1.3121	1.95056	1.47646	1.55206	0.847948	1.51313	1.65978	1.7506	2.40679	0.252111	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.67052	0.67975	0.86095	1.11491	2.47262	4.47465	1.6308	1.9626	2.50745	2.3723	1.6024	1.19644	0.01	0.516807	1.50624	0.94177	0.7592	1.19016	1.14035	0.751057	0.701014	0.740227	0.743049	0.687711	0.932376	1.14725	2.0935	0.218302	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.37204	1.15933	0.849093	2.0779	0.77924	1.29881	0.996627	0.812224	0.319871	1.12904	5.22969	1.19784	4.35955	0.01	1.55103	0.880126	2.00006	1.26443	5.61811	2.25553	1.37612	1.07663	7.38767	1.63482	1.11763	1.94594	0.01	0.519901	1.81648	1.11033	1.09938	1.13091	1.13211	0.871401	0.989111	1.39885	0.719266	1.31992	3.94392	1.30972	2.05187	0.229682	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	600000	0.83143
chr17_10000000_10005000-chr17_10610000_10615000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	2.05318	1.29964	0.682786	0.77582	8.28498	1.64636	1.15923	1.20039	1.68416	1.04931	1.09978	2.46603	0.01	1.1997	2.18351	1.95424	1.13427	2.00006	1.3486	1.97503	1.49934	1.56733	0.892049	1.51688	1.65999	1.75297	2.38698	0.254746	0.71629	0.38359	0.743665	1.2399	1.06468	0.383045	0.256915	0.70027	0.333525	0.35442	0.696695	1.41639	4.34841	0.01	0.83342	0.785445	0.709485	0.700175	1.94123	2.41328	0.65087	0.74171	0.8928	0.94851	1.0571	1.42315	0.01	1.02905	1.49933	0.939604	0.760041	1.18953	1.15136	0.78183	0.708698	0.750329	0.757631	0.701633	0.937914	1.14765	2.07628	0.220769	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	605000	1.06329
chr17_10000000_10005000-chr17_10615000_10620000	1.38264	1.95921	0.757089	2.42956	0.827738	1.12614	1.43133	1.19194	0.509839	1.32736	1.50863	1.56054	5.00953	0.01	1.08793	1.31332	0.794365	0.707206	5.90743	0.809202	0.519736	0.664615	0.708233	0.978369	0.764862	1.78689	0.671709	0.514728	2.18245	1.94887	1.13057	1.99002	1.40545	1.97234	1.49656	1.56432	0.898541	1.51305	1.6554	1.75882	2.3675	0.262491	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	610000	0.593225
